  1  -0.365646  -0.365646  0
  2  -0.326293  -0.345969  0.0139135
  3  -0.358517  -0.350152  0.00988437
  4  -0.332111  -0.345642  0.00837933
  5  -0.296018  -0.335717  0.0111236
  6  -0.365026  -0.340602  0.0102865
  7  -0.335375  -0.339855  0.00884404
  8  -0.380733  -0.344965  0.00909566
  9  -0.394128  -0.350427  0.00958605
  10  -0.364045  -0.351789  0.00872363
  11  -0.371209  -0.353555  0.00810724
  12  -0.362279  -0.354282  0.00746416
  13  -0.405783  -0.358243  0.00787142
  14  -0.462144  -0.365665  0.0102259
  15  -0.480977  -0.373352  0.0120933
  16  -0.434797  -0.377192  0.0119317
  17  -0.394248  -0.378196  0.0112719
  18  -0.375441  -0.378043  0.0106467
  19  -0.409124  -0.379679  0.0102113
  20  -0.433651  -0.382377  0.010051
