  1  0.892056  0.892056  0
  2  0.894779  0.893418  0.000962815
  3  0.88371  0.890182  0.00271892
  4  0.90588  0.894106  0.00396361
  5  0.892464  0.893778  0.00318446
  6  0.886085  0.892496  0.00290039
  7  0.91123  0.895172  0.00350999
  8  0.898609  0.895602  0.00309742
  9  0.91291  0.897525  0.00329665
  10  0.894845  0.897257  0.00297786
  11  0.900326  0.897536  0.00272018
  12  0.902751  0.897971  0.00252798
  13  0.906944  0.898661  0.00242594
  14  0.875589  0.897013  0.00275616
  15  0.912122  0.89802  0.00275032
  16  0.89365  0.897747  0.00259195
  17  0.895359  0.897606  0.00244329
  18  0.905129  0.898024  0.00234302
  19  0.894411  0.897834  0.00222741
  20  0.909223  0.898404  0.00218761
