  1  1.09875  1.09875  0
  2  1.10342  1.10109  0.00164997
  3  1.08823  1.0968  0.00366885
  4  1.1194  1.10245  0.00561453
  5  1.09986  1.10193  0.00451552
  6  1.09  1.09994  0.00417763
  7  1.1254  1.10358  0.00491552
  8  1.10819  1.10416  0.00433466
  9  1.12812  1.10682  0.00459868
  10  1.10261  1.1064  0.00415802
  11  1.1092  1.10665  0.00378779
  12  1.11218  1.10711  0.00350009
  13  1.11907  1.10803  0.00334951
  14  1.07677  1.1058  0.00378193
  15  1.12581  1.10713  0.0037577
  16  1.09997  1.10669  0.00354942
  17  1.10108  1.10636  0.00335593
  18  1.11689  1.10694  0.00322013
  19  1.10244  1.1067  0.00305934
  20  1.12169  1.10745  0.0029967
