  0.5  77.5923  1.84652
  0.55  60.5494  1.10633
  0.6  44.4994  1.11239
  0.65  33.6262  0.940674
  0.7  23.8243  0.483931
  0.75  19.2537  0.452963
  0.8  15.5316  0.300796
  0.85  12.1249  0.232941
  0.9  10.3465  0.201416
  0.95  8.42872  0.127632
  1  7.40694  0.111445
  1.05  6.28826  0.0743377
  1.1  5.65703  0.0672255
  1.15  4.97192  0.0453127
  1.2  4.48398  0.0583058
  1.25  3.99276  0.0389857
  1.3  3.547  0.0350229
  1.35  3.24004  0.0277428
  1.4  2.95026  0.0220466
  1.45  2.74955  0.0238599
  1.5  2.50182  0.0221526
  1.55  2.31655  0.0159138
  1.6  2.16171  0.0135051
  1.65  2.05602  0.0172737
  1.7  1.90629  0.0145652
  1.75  1.80548  0.0122638
  1.8  1.70534  0.0128487
  1.85  1.59588  0.00881621
  1.9  1.50648  0.00961036
  1.95  1.4318  0.00910541
  2  1.3553  0.00954277
