  1  -7.60233  -7.60233  0
  2  -7.59782  -7.60007  0.00159191
  3  -7.59899  -7.59971  0.0011015
  4  -7.60407  -7.6008  0.00125426
  5  -7.60622  -7.60189  0.00139536
  6  -7.6037  -7.60219  0.00119496
  7  -7.6025  -7.60223  0.00102507
  8  -7.60269  -7.60229  0.000898523
  9  -7.60895  -7.60303  0.00106082
  10  -7.60178  -7.60291  0.000962028
  11  -7.60567  -7.60316  0.00090679
  12  -7.59802  -7.60273  0.000926847
  13  -7.60569  -7.60296  0.000883148
  14  -7.59346  -7.60228  0.00104889
  15  -7.60595  -7.60252  0.00100719
  16  -7.60367  -7.6026  0.000946804
  17  -7.60607  -7.6028  0.000912868
  18  -7.59794  -7.60253  0.000901153
  19  -7.60606  -7.60272  0.000872655
  20  -7.60376  -7.60277  0.000830572
