  1  -3.66554  -3.66554  0
  2  -3.6662  -3.66587  0.000232409
  3  -3.66566  -3.6658  0.000165052
  4  -3.66499  -3.6656  0.000214834
  5  -3.6661  -3.6657  0.000193547
  6  -3.66696  -3.66591  0.000250929
  7  -3.668  -3.66621  0.000350412
  8  -3.66856  -3.6665  0.000411758
  9  -3.666  -3.66645  0.00036974
  10  -3.66554  -3.66635  0.000343648
  11  -3.66537  -3.66627  0.000323799
  12  -3.66625  -3.66626  0.00029682
  13  -3.66548  -3.6662  0.000280049
  14  -3.66714  -3.66627  0.000267924
  15  -3.667  -3.66632  0.000254487
  16  -3.66675  -3.66635  0.000239978
  17  -3.66822  -3.66646  0.000249928
  18  -3.66735  -3.66651  0.000240951
  19  -3.66437  -3.66639  0.000253246
  20  -3.66725  -3.66644  0.000244135
