----------Temperatura  =  1
0  -0.190064  0.00852452  0.957797  0.501998
1  -0.1468  0.0108528  0.925613  0.480897
2  -0.152088  0.0136654  1.00642  0.512318
3  0.0460688  0.0106482  1.09862  0.479914
4  -0.125916  0.00995568  1.03067  0.511376
5  -0.0444624  0.0187114  1.02032  0.477849
6  -0.0444624  0.0187114  1.02032  0.477849
7  -0.0444624  0.0187114  1.02032  0.477849
8  -0.153009  0.0105784  1.01765  0.514461
9  -0.293373  0.00727065  0.967981  0.552126

----------Temperatura  =  0.996667
0  -0.195016  0.0122075  1.00039  0.511375
1  -0.118547  0.0123343  0.995322  0.4879
2  -0.118547  0.0123343  0.995322  0.4879
3  -0.0178207  0.0166289  1.00023  0.468526
4  -0.277326  0.00693788  0.915687  0.516466
5  -0.323304  0.00654903  0.944035  0.55835
6  -0.258319  0.00878822  0.974948  0.528594
7  -0.394803  0.00680839  0.890898  0.575426
8  -0.411961  0.00745062  0.875918  0.602184
9  -0.415408  0.0107262  0.887857  0.630913

----------Temperatura  =  0.993333
0  -0.321985  0.0134774  0.980128  0.603564
1  -0.211187  0.015403  1.0265  0.652295
2  -0.283194  0.0192276  0.959202  0.692942
3  0.000253009  0.0337732  1.04552  0.726981
4  0.0379284  0.048027  1.02437  0.757912
5  0.0379284  0.048027  1.02437  0.757912
6  0.00606829  0.0433159  1.02895  0.79424
7  -0.0451596  0.0334737  0.997826  0.813612
8  -0.0451596  0.0334737  0.997826  0.813612
9  -0.0451596  0.0334737  0.997826  0.813612

----------Temperatura  =  0.99
0  -0.0451596  0.0334737  0.997826  0.813612
1  -0.0451596  0.0334737  0.997826  0.813612
2  -0.0793192  0.043789  0.925896  0.844768
3  0.0163099  0.0379695  0.924735  0.887658
4  -0.16746  0.0299208  0.859943  0.854293
5  -0.0166618  0.0398174  0.901341  0.888398
6  -0.06853  0.0544693  0.859215  0.911547
7  -0.06853  0.0544693  0.859215  0.911547
8  -0.047564  0.0486636  0.835345  0.926433
9  -0.0700003  0.0422386  0.836538  0.891641

----------Temperatura  =  0.986667
0  -0.149583  0.0283657  0.779388  0.938666
1  -0.188795  0.0312259  0.687151  0.900198
2  -0.177252  0.0329452  0.767803  0.877382
3  -0.208895  0.0305635  0.700917  0.911622
4  0.00212541  0.0449199  0.772234  0.958659
5  -0.027829  0.0426989  0.804426  0.958329
6  -0.127436  0.0515955  0.754774  0.917433
7  -0.210657  0.0310426  0.803413  0.871171
8  -0.0672881  0.062461  0.853784  0.861883
9  -0.224265  0.0308945  0.754781  0.84122

----------Temperatura  =  0.983333
0  -0.191092  0.0307225  0.817961  0.865997
1  0.031132  0.0517804  0.86247  0.896598
2  -0.0026204  0.0429464  0.915049  0.86086
3  -0.172016  0.0304098  0.894543  0.813894
4  -0.306513  0.0167458  0.889688  0.774501
5  -0.360142  0.0143369  0.796378  0.760292
6  -0.283346  0.0199962  0.778755  0.798389
7  -0.253554  0.0213444  0.681704  0.840765
8  -0.262054  0.0207767  0.67523  0.885887
9  -0.237693  0.0251493  0.736107  0.898029

----------Temperatura  =  0.98
0  -0.08728  0.031822  0.747816  0.932448
1  -0.114037  0.0522167  0.727657  0.918232
2  -0.147052  0.0383015  0.733616  0.938912
3  -0.0434286  0.0570226  0.818695  0.912965
4  -0.113256  0.0405554  0.78984  0.931934
5  -0.119859  0.0586993  0.700596  0.93897
6  -0.14967  0.0318627  0.687209  0.976224
7  0.110361  0.0609371  0.753117  0.987899
8  0.0559747  0.0883604  0.746904  0.98645
9  -0.115791  0.0411209  0.693176  0.94542

----------Temperatura  =  0.976667
0  -0.190107  0.028192  0.683736  0.926261
1  -0.205617  0.0272993  0.652468  0.938443
2  -0.178702  0.0203979  0.654619  0.892416
3  -0.238683  0.0194823  0.727948  0.861465
4  -0.280808  0.0206261  0.774445  0.815828
5  -0.318749  0.0222366  0.802959  0.766794
6  -0.383209  0.0100429  0.70706  0.72583
7  -0.3899  0.0120411  0.758767  0.737755
8  -0.375657  0.0153599  0.785922  0.721384
9  -0.418682  0.00623307  0.795222  0.678301

----------Temperatura  =  0.973333
0  -0.409524  0.0114795  0.812898  0.708774
1  -0.318591  0.0264304  0.893297  0.730503
2  -0.350461  0.0195337  0.913435  0.682118
3  -0.403972  0.00937767  0.82749  0.693311
4  -0.371885  0.0184804  0.892495  0.680226
5  -0.256414  0.0203063  0.991153  0.673781
6  -0.32023  0.0144916  0.97878  0.66221
7  -0.312055  0.0170679  0.950668  0.674901
8  -0.312055  0.0170679  0.950668  0.674901
9  -0.369288  0.0160135  0.891401  0.691087

----------Temperatura  =  0.97
0  -0.275302  0.0260077  0.974642  0.661001
1  -0.343182  0.0162309  0.911745  0.683229
2  -0.208264  0.0220677  0.999701  0.715176
3  -0.168637  0.0317475  0.969882  0.745658
4  -0.135715  0.0317599  0.97374  0.749061
5  0.144425  0.0679497  1.05929  0.738874
6  0.505918  0.0483431  1.14786  0.779333
7  0.33467  0.0402218  1.15194  0.749689
8  0.33467  0.0402218  1.15194  0.749689
9  0.288888  0.0431278  1.15335  0.705079

----------Temperatura  =  0.966667
0  0.45388  0.0403089  1.20811  0.676885
1  0.198013  0.0347591  1.17336  0.640401
2  0.198013  0.0347591  1.17336  0.640401
3  0.566815  0.0420376  1.22927  0.685796
4  0.857917  0.0259401  1.31285  0.648877
5  1.1545  0.0598191  1.33214  0.69032
6  0.695967  0.0469735  1.25039  0.705313
7  0.676124  0.0598852  1.21417  0.74462
8  0.311785  0.0773226  1.11425  0.773805
9  0.802003  0.0924631  1.20516  0.797423

----------Temperatura  =  0.963333
0  0.667023  0.0691909  1.15071  0.838685
1  1.12833  0.116104  1.22132  0.83672
2  1.67462  0.0909007  1.26398  0.843724
3  1.01887  0.100093  1.18536  0.88159
4  1.37208  0.0952637  1.23949  0.878005
5  1.64193  0.111794  1.25147  0.875206
6  1.2388  0.106789  1.22437  0.884467
7  1.2388  0.106789  1.22437  0.884467
8  0.838558  0.0840376  1.13009  0.87327
9  0.810594  0.130449  1.09289  0.90613

----------Temperatura  =  0.96
0  0.696577  0.0986884  1.05903  0.922379
1  0.244583  0.0776843  0.962473  0.924509
2  0.378876  0.0625852  0.963614  0.926877
3  0.213704  0.0430934  0.926666  0.953292
4  0.237557  0.0722562  0.954179  0.918096
5  0.1691  0.0659078  0.932525  0.913172
6  0.388645  0.0668601  1.00196  0.943516
7  0.425988  0.0860426  0.997608  0.926361
8  0.929077  0.108688  1.09305  0.945644
9  1.01135  0.120743  1.0473  0.99066

----------Temperatura  =  0.956667
0  0.694088  0.10176  0.963164  0.963846
1  0.804373  0.111804  1.0297  0.971013
2  0.515868  0.0904347  0.985024  0.953389
3  0.319827  0.0962713  0.904057  0.9832
4  0.210449  0.0835299  0.838958  1.01801
5  0.483803  0.110309  0.928788  1.00344
6  0.989723  0.0988  1.02635  0.996584
7  0.871184  0.104352  1.05718  0.950869
8  0.537446  0.0857144  1.04538  0.906925
9  0.527259  0.08809  0.983914  0.94443

----------Temperatura  =  0.953333
0  0.564544  0.152434  1.00066  0.944883
1  0.433331  0.0787439  0.986789  0.926626
2  0.0695813  0.0521095  0.897853  0.908121
3  -0.119266  0.0495919  0.837036  0.878442
4  -0.12562  0.0365171  0.795905  0.920534
5  -0.0693951  0.0393814  0.781121  0.958139
6  -0.0962918  0.0339379  0.727892  0.950133
7  0.00116286  0.0738615  0.683723  0.995276
8  -0.103073  0.045608  0.651635  1.01418
9  0.162856  0.0768741  0.746535  1.03044

----------Temperatura  =  0.95
0  -0.0799284  0.0427621  0.712062  0.998928
1  -0.0799284  0.0427621  0.712062  0.998928
2  -0.163925  0.032599  0.65838  0.960272
3  -0.0801944  0.0655646  0.736134  0.949958
4  -0.0683374  0.042749  0.730893  0.989731
5  0.0376475  0.0409833  0.736132  1.01405
6  0.0427376  0.051911  0.636313  1.05321
7  -0.0581173  0.0536665  0.66162  1.03116
8  -0.0581173  0.0536665  0.66162  1.03116
9  0.0458571  0.0718752  0.69789  1.03876

----------Temperatura  =  0.946667
0  0.0043399  0.0516553  0.658511  1.01554
1  -0.0527436  0.0435869  0.643136  1.01316
2  0.0995396  0.0850802  0.693116  1.04007
3  -0.064685  0.0447625  0.605253  1.02708
4  -0.147852  0.0445342  0.62599  1.01269
5  -0.206838  0.0285565  0.595363  0.965335
6  -0.227298  0.0228334  0.523104  0.935027
7  -0.258061  0.0293214  0.61408  0.924697
8  -0.276715  0.0156551  0.574558  0.928175
9  -0.213903  0.0253542  0.619692  0.944429

----------Temperatura  =  0.943333
0  -0.223408  0.0279897  0.621367  0.902953
1  -0.289212  0.0200235  0.584232  0.905799
2  -0.226402  0.0243258  0.585038  0.90674
3  -0.22981  0.0315438  0.588022  0.92219
4  -0.187121  0.0271811  0.679009  0.918633
5  -0.155353  0.0344809  0.748483  0.911883
6  0.0666846  0.0521868  0.827075  0.960658
7  0.164284  0.0707512  0.921826  0.917443
8  0.268923  0.0671849  0.944529  0.954624
9  0.922022  0.15609  1.0339  0.985289

----------Temperatura  =  0.94
0  0.464654  0.0904712  0.937341  0.967367
1  0.584453  0.0920621  1.02655  0.978673
2  0.764604  0.162381  0.940537  1.01964
3  0.632134  0.123363  0.941722  0.994535
4  0.425718  0.0844239  0.921303  0.994458
5  0.689417  0.130633  0.914034  1.03178
6  0.75634  0.108334  0.903481  1.08156
7  0.59637  0.130277  0.803875  1.09889
8  0.512415  0.132447  0.87987  1.12682
9  0.425483  0.0912659  0.794242  1.11896

----------Temperatura  =  0.936667
0  0.71723  0.11719  0.866806  1.12662
1  1.05308  0.189811  0.953567  1.10507
2  0.686175  0.11734  0.880228  1.08688
3  1.14564  0.153283  0.958799  1.12977
4  0.821531  0.120858  0.921738  1.09229
5  0.570085  0.0858762  0.943892  1.04767
6  0.729566  0.101007  0.896617  1.05424
7  0.443744  0.108475  0.811379  1.05947
8  0.473409  0.0782302  0.90512  1.03028
9  0.743945  0.153538  0.980941  0.996735

----------Temperatura  =  0.933333
0  0.592348  0.0882383  0.909215  1.04385
1  0.776377  0.0778166  0.988646  1.0791
2  0.776377  0.0778166  0.988646  1.0791
3  0.602755  0.0713845  0.940871  1.03026
4  0.846526  0.100253  1.00226  1.04692
5  1.20363  0.14891  1.07324  1.03921
6  1.10301  0.167305  0.985778  1.06746
7  0.938712  0.12661  0.977469  1.09322
8  0.938712  0.12661  0.977469  1.09322
9  1.40495  0.213951  1.0185  1.13276

----------Temperatura  =  0.93
0  1.75362  0.279273  1.04494  1.10895
1  1.33021  0.144054  1.07912  1.06789
2  1.68677  0.14939  1.14194  1.08454
3  1.68677  0.14939  1.14194  1.08454
4  1.68677  0.14939  1.14194  1.08454
5  2.35455  0.207701  1.20269  1.06778
6  2.35455  0.207701  1.20269  1.06778
7  3.54542  0.313358  1.27012  1.08257
8  3.55684  0.247979  1.28339  1.09971
9  3.55684  0.247979  1.28339  1.09971

----------Temperatura  =  0.926667
0  3.60764  0.264983  1.25918  1.12489
1  3.45647  0.233247  1.30693  1.11644
2  3.45647  0.233247  1.30693  1.11644
3  2.5954  0.216674  1.25815  1.07861
4  2.83223  0.186789  1.26753  1.07999
5  2.83223  0.186789  1.26753  1.07999
6  2.83223  0.186789  1.26753  1.07999
7  2.83223  0.186789  1.26753  1.07999
8  3.32007  0.217354  1.31755  1.03716
9  3.17391  0.263358  1.30929  1.05309

----------Temperatura  =  0.923333
0  3.00389  0.154016  1.31399  1.07166
1  2.86151  0.282244  1.24997  1.11958
2  2.86151  0.282244  1.24997  1.11958
3  2.64892  0.211155  1.19813  1.1314
4  2.17058  0.19385  1.16902  1.11438
5  2.17058  0.19385  1.16902  1.11438
6  2.61016  0.397062  1.21702  1.06698
7  2.60114  0.188939  1.24907  1.05631
8  1.56591  0.12377  1.15224  1.02732
9  1.28114  0.116655  1.11863  1.04042

----------Temperatura  =  0.92
0  1.28114  0.116655  1.11863  1.04042
1  1.28114  0.116655  1.11863  1.04042
2  1.23555  0.0963302  1.03506  1.07547
3  1.40937  0.113635  1.12792  1.07161
4  1.49627  0.128031  1.11002  1.04998
5  1.31385  0.128942  1.09123  1.02853
6  1.26045  0.0690561  1.11652  1.00467
7  1.85625  0.110508  1.1951  0.983039
8  1.30105  0.104353  1.11761  0.976903
9  1.30105  0.104353  1.11761  0.976903

----------Temperatura  =  0.916667
0  1.77046  0.161874  1.20666  0.949429
1  1.67868  0.158266  1.18044  0.998954
2  1.67868  0.158266  1.18044  0.998954
3  1.05254  0.104396  1.13761  0.96088
4  0.789891  0.0983613  1.05415  0.950187
5  0.859296  0.0984015  1.10546  0.904308
6  1.1114  0.125479  1.18264  0.856313
7  0.800642  0.0917952  1.11917  0.895257
8  0.744236  0.0645379  1.14775  0.857252
9  0.569767  0.0476441  1.15028  0.830623

----------Temperatura  =  0.913333
0  0.663073  0.0634526  1.13382  0.847207
1  0.791184  0.0698748  1.1741  0.832113
2  0.690454  0.0879562  1.12873  0.86046
3  0.851271  0.0795832  1.12267  0.881831
4  0.764738  0.0765584  1.13196  0.896098
5  1.21265  0.114339  1.20116  0.856093
6  0.875422  0.0958147  1.16643  0.892271
7  1.15832  0.119865  1.16219  0.90459
8  0.670047  0.0749291  1.09524  0.886686
9  0.24346  0.0624097  0.998508  0.865709

----------Temperatura  =  0.91
0  0.331516  0.0538023  1.0716  0.832963
1  0.160121  0.0458045  1.03718  0.80015
2  0.160121  0.0458045  1.03718  0.80015
3  0.160121  0.0458045  1.03718  0.80015
4  0.110684  0.0450596  1.01337  0.815167
5  -0.145302  0.0360931  0.917161  0.837194
6  -0.208324  0.0306297  0.844792  0.797608
7  -0.153499  0.0374716  0.920402  0.801825
8  -0.231876  0.026014  0.939174  0.756231
9  -0.192817  0.0291234  0.950024  0.746654

----------Temperatura  =  0.906667
0  -0.303927  0.0196316  0.900038  0.714202
1  -0.293301  0.0174559  0.931522  0.703808
2  -0.301282  0.0207679  0.925243  0.707136
3  -0.417217  0.0113583  0.84648  0.663374
4  -0.393077  0.0124496  0.867481  0.68511
5  -0.407561  0.0113309  0.816056  0.661836
6  -0.407122  0.00962652  0.76474  0.707878
7  -0.381616  0.0112382  0.710412  0.745772
8  -0.345212  0.00699305  0.620394  0.697712
9  -0.270391  0.0113354  0.543202  0.732949

----------Temperatura  =  0.903333
0  -0.33312  0.00864051  0.601787  0.691111
1  -0.27292  0.00960162  0.537371  0.693626
2  -0.161471  0.00898166  0.463607  0.668498
3  -0.250103  0.00870381  0.496885  0.709016
4  -0.182835  0.00999138  0.414544  0.729994
5  -0.229257  0.00973192  0.449917  0.749258
6  -0.135523  0.0113516  0.399885  0.700895
7  -0.0652945  0.0152924  0.359008  0.656284
8  -0.0439107  0.0123594  0.407975  0.616161
9  -0.13637  0.0105752  0.492588  0.56645

----------Temperatura  =  0.9
0  -0.115133  0.0109103  0.491841  0.550853
1  -0.0521144  0.00906739  0.445374  0.5809
2  -0.137536  0.0116316  0.485291  0.579832
3  -0.0622817  0.0151988  0.465689  0.560523
4  -0.0156587  0.0148687  0.438587  0.54127
5  -0.15044  0.0120912  0.504513  0.570534
6  -0.243694  0.00886961  0.547341  0.613571
7  -0.186488  0.00891321  0.494754  0.617219
8  -0.231447  0.0101949  0.523007  0.623416
9  -0.231447  0.0101949  0.523007  0.623416

----------Temperatura  =  0.896667
0  -0.276291  0.00911227  0.550973  0.645977
1  -0.216001  0.00743276  0.510245  0.638872
2  -0.284719  0.00864959  0.571809  0.596227
3  -0.366707  0.0102445  0.656236  0.642356
4  -0.411414  0.00707753  0.740897  0.688873
5  -0.361727  0.0079016  0.650385  0.712567
6  -0.373561  0.0108809  0.733299  0.75332
7  -0.343984  0.0113228  0.794186  0.771122
8  -0.32815  0.0207064  0.813713  0.75336
9  -0.249728  0.0310818  0.889603  0.782015

----------Temperatura  =  0.893333
0  -0.247512  0.0270461  0.927499  0.756116
1  -0.373177  0.0110844  0.842289  0.725006
2  -0.309491  0.0240803  0.871184  0.751802
3  -0.345919  0.0288004  0.792249  0.753365
4  -0.345919  0.0288004  0.792249  0.753365
5  -0.26076  0.0291059  0.762259  0.788975
6  -0.359343  0.0162417  0.860413  0.751775
7  -0.30481  0.0403558  0.878329  0.719566
8  -0.21551  0.0247986  0.90377  0.756367
9  -0.253672  0.0330742  0.921305  0.767071

----------Temperatura  =  0.89
0  -0.215102  0.0360694  0.842183  0.811322
1  -0.191024  0.0296746  0.850931  0.834441
2  -0.243976  0.0315567  0.782457  0.805105
3  -0.221413  0.0444562  0.77681  0.827998
4  -0.206691  0.0302945  0.872415  0.800942
5  -0.210155  0.0283658  0.927779  0.775512
6  -0.021436  0.0421127  0.974523  0.795023
7  -0.210109  0.0296773  0.926454  0.780928
8  -0.130198  0.0307119  0.978979  0.760214
9  -0.256939  0.0345284  0.883115  0.750284

----------Temperatura  =  0.886667
0  -0.100458  0.034144  0.945311  0.785782
1  -0.100458  0.034144  0.945311  0.785782
2  -0.260075  0.0335955  0.879288  0.766417
3  -0.0113938  0.0426773  0.972478  0.809444
4  -0.0308222  0.0479325  0.939167  0.833156
5  0.0305326  0.0473057  0.982153  0.809939
6  -0.165633  0.0301613  0.975574  0.773464
7  0.00626279  0.0457352  0.994633  0.783163
8  0.0348861  0.0383524  1.03041  0.767657
9  -0.211434  0.0314643  0.969215  0.728612

----------Temperatura  =  0.883333
0  -0.288581  0.0186863  0.892231  0.750468
1  -0.339874  0.0192065  0.83122  0.750501
2  -0.339991  0.017033  0.790809  0.750321
3  -0.291543  0.0236443  0.834935  0.782116
4  -0.271812  0.044601  0.784238  0.802893
5  -0.344515  0.0113887  0.709837  0.759534
6  -0.332391  0.0118716  0.613118  0.767665
7  -0.303464  0.00831597  0.546893  0.751306
8  -0.352635  0.0095374  0.619824  0.726495
9  -0.369556  0.00877924  0.676484  0.72054

----------Temperatura  =  0.88
0  -0.325095  0.00685425  0.608647  0.711476
1  -0.346894  0.00700817  0.609139  0.69002
2  -0.272602  0.00937654  0.547678  0.69342
3  -0.335707  0.0121206  0.637762  0.73847
4  -0.35952  0.01063  0.651449  0.73654
5  -0.379371  0.0148211  0.736156  0.716867
6  -0.406723  0.00503769  0.751652  0.718073
7  -0.415072  0.00758092  0.800819  0.697373
8  -0.420326  0.0100122  0.777118  0.689176
9  -0.423791  0.00879093  0.79531  0.685575

----------Temperatura  =  0.876667
0  -0.40336  0.00529002  0.698703  0.667248
1  -0.416683  0.0107343  0.762441  0.695511
2  -0.39502  0.0177704  0.861116  0.679344
3  -0.351374  0.0165054  0.921754  0.683454
4  -0.364345  0.01612  0.867847  0.716758
5  -0.329675  0.0200708  0.816141  0.747528
