1000  5.72831  0
2000  5.58327  0.145044
3000  5.37316  0.226177
4000  5.25527  0.198686
5000  5.27338  0.154963
6000  5.31279  0.132521
7000  5.32833  0.113074
8000  5.32922  0.0979291
9000  5.31089  0.0882898
10000  5.36195  0.0940361
11000  5.31565  0.0968397
12000  5.30838  0.0887007
13000  5.31588  0.0819361
14000  5.35161  0.0838516
15000  5.37447  0.0813417
16000  5.37535  0.0760932
17000  5.38425  0.0720292
18000  5.39105  0.0682498
19000  5.42892  0.0748438
20000  5.43557  0.0713138
21000  5.42886  0.0681642
22000  5.45813  0.071279
23000  5.44745  0.0689419
24000  5.45885  0.0669842
25000  5.47301  0.0657925
26000  5.47344  0.0632129
27000  5.45916  0.0624815
28000  5.45136  0.0607118
29000  5.4636  0.0598452
30000  5.45891  0.0580055
31000  5.46357  0.0562966
32000  5.45892  0.0547069
33000  5.45933  0.0530247
34000  5.44877  0.0525147
35000  5.45282  0.0511525
36000  5.44451  0.050401
37000  5.45183  0.049564
38000  5.44746  0.0484392
39000  5.44713  0.047182
40000  5.45653  0.0469376
41000  5.4618  0.0460812
42000  5.45631  0.0453043
43000  5.45332  0.0443392
44000  5.46059  0.0439254
45000  5.45919  0.0429609
46000  5.45697  0.0420753
47000  5.45963  0.0412557
48000  5.45482  0.0406715
49000  5.45773  0.0399385
50000  5.46353  0.0395601
51000  5.46761  0.0389898
52000  5.46772  0.0382328
53000  5.47088  0.0376367
54000  5.47581  0.0372613
55000  5.46846  0.0373087
56000  5.47283  0.0368964
57000  5.48321  0.037699
58000  5.47544  0.0378496
59000  5.47293  0.0372867
60000  5.47264  0.0366611
61000  5.46942  0.0361988
62000  5.46429  0.0359783
63000  5.45841  0.035888
64000  5.46877  0.0368119
65000  5.47126  0.0363264
66000  5.47276  0.0358034
67000  5.4628  0.0366465
68000  5.46643  0.0362861
69000  5.4667  0.0357574
70000  5.4653  0.0352708
71000  5.4672  0.0348224
72000  5.46647  0.0343432
73000  5.46385  0.0339702
74000  5.46869  0.0338553
75000  5.46317  0.0338548
76000  5.45605  0.0341549
77000  5.45453  0.0337429
78000  5.44683  0.0341859
79000  5.44344  0.0339199
80000  5.45087  0.0343072
81000  5.44981  0.0338976
82000  5.45421  0.0337696
83000  5.45154  0.0334673
84000  5.45616  0.0333876
85000  5.44845  0.0338808
86000  5.44827  0.033485
87000  5.45089  0.0332013
88000  5.44947  0.0328528
89000  5.44942  0.0324816
90000  5.45348  0.032374
91000  5.45244  0.0320332
92000  5.45759  0.0320987
93000  5.45516  0.0318443
94000  5.45821  0.0316512
95000  5.45767  0.0313209
96000  5.45801  0.0309947
97000  5.45516  0.0308056
98000  5.45439  0.0304994
99000  5.45326  0.0302107
100000  5.45623  0.0300544
