  1  -1.33097  -1.33097  0
  2  -1.33213  -1.33155  0.000408389
  3  -1.33159  -1.33156  0.000272447
  4  -1.33051  -1.3313  0.000306706
  5  -1.33074  -1.33119  0.000264818
  6  -1.32896  -1.33082  0.000404172
  7  -1.3289  -1.33054  0.000428934
  8  -1.32939  -1.3304  0.0003988
  9  -1.33065  -1.33043  0.000355497
  10  -1.32987  -1.33037  0.00032428
  11  -1.32749  -1.33011  0.000386482
  12  -1.33311  -1.33036  0.000427388
  13  -1.33213  -1.3305  0.000415705
  14  -1.33153  -1.33057  0.00039256
  15  -1.33059  -1.33057  0.000366392
  16  -1.33108  -1.3306  0.000344874
  17  -1.33112  -1.33063  0.000325932
  18  -1.33271  -1.33075  0.000327599
  19  -1.33128  -1.33078  0.000311555
  20  -1.33102  -1.33079  0.00029622
