  1  -5.34876  -5.34876  0
  2  -5.34641  -5.34759  0.000831662
  3  -5.3361  -5.34376  0.00317502
  4  -5.34427  -5.34389  0.0023838
  5  -5.37401  -5.34991  0.00571677
  6  -5.33345  -5.34717  0.00538211
  7  -5.33176  -5.34497  0.00504342
  8  -5.37686  -5.34895  0.00577785
  9  -5.34321  -5.34832  0.00517099
  10  -5.38925  -5.35241  0.00606145
  11  -5.36186  -5.35327  0.00557101
  12  -5.35122  -5.3531  0.00510938
  13  -5.34869  -5.35276  0.00472758
  14  -5.35715  -5.35307  0.0044003
  15  -5.31752  -5.3507  0.00470229
  16  -5.35195  -5.35078  0.00440905
  17  -5.36298  -5.3515  0.00420767
  18  -5.33418  -5.35054  0.00408238
  19  -5.37862  -5.35201  0.00412639
  20  -5.34644  -5.35173  0.00392947
