  1  -0.414542  -0.414542  0
  2  -0.47866  -0.446601  0.0226691
  3  -0.433957  -0.442386  0.0154996
  4  -0.376367  -0.425882  0.018424
  5  -0.376467  -0.415999  0.0171867
  6  -0.385624  -0.410936  0.0150494
  7  -0.445044  -0.415809  0.0136655
  8  -0.440286  -0.418868  0.0122951
  9  -0.33824  -0.40991  0.0138124
  10  -0.420898  -0.411008  0.0124748
  11  -0.405274  -0.410487  0.0113516
  12  -0.418431  -0.411149  0.0104249
  13  -0.41832  -0.411701  0.0096376
  14  -0.433581  -0.413264  0.00907504
  15  -0.448012  -0.41558  0.00876073
  16  -0.401764  -0.414717  0.00825563
  17  -0.394431  -0.413523  0.00785577
  18  -0.409253  -0.413286  0.00742292
  19  -0.402497  -0.412718  0.00705392
  20  -0.470418  -0.415603  0.00726728
