  1  1.20942  1.20942  0
  2  1.25216  1.23079  0.0151112
  3  1.22232  1.22797  0.0103344
  4  1.18399  1.21697  0.0122774
  5  1.1841  1.2104  0.0114473
  6  1.19013  1.20702  0.0100256
  7  1.22975  1.21027  0.00910411
  8  1.22665  1.21231  0.00819329
  9  1.15862  1.20635  0.00920224
  10  1.21372  1.20709  0.00831152
  11  1.20331  1.20674  0.00756302
  12  1.21202  1.20718  0.00694555
  13  1.21198  1.20755  0.00642106
  14  1.22214  1.20859  0.00604637
  15  1.23178  1.21014  0.00583752
  16  1.20096  1.20956  0.00550081
  17  1.19608  1.20877  0.00523408
  18  1.20595  1.20861  0.00494564
  19  1.20135  1.20823  0.00470012
  20  1.24662  1.21015  0.00484113
