  1  0.804216  0.804216  0
  2  0.798942  0.801579  0.00186474
  3  0.802744  0.801967  0.00128295
  4  0.807252  0.803288  0.00149499
  5  0.801063  0.802843  0.00126047
  6  0.806847  0.803511  0.00121428
  7  0.803382  0.803492  0.00104095
  8  0.805575  0.803753  0.000942833
  9  0.803751  0.803752  0.000838074
  10  0.804479  0.803825  0.000757406
  11  0.806486  0.804067  0.000726145
  12  0.802502  0.803937  0.000677239
  13  0.801757  0.803769  0.00064556
  14  0.804872  0.803848  0.000604234
  15  0.807812  0.804112  0.000619071
  16  0.80364  0.804082  0.000581082
  17  0.802071  0.803964  0.000558816
  18  0.805445  0.804046  0.000533795
  19  0.806113  0.804155  0.00051666
  20  0.806194  0.804257  0.000500785
