1  49.0677
2  50.226
3  50.1253
4  51.3347
5  48.4027
6  50.4796
7  49.95
8  50.813
9  48.8043
10  49.0677
11  49.9251
12  51.2821
13  49.776
14  50.9944
15  50.2513
16  51.8135
17  51.3875
18  49.3827
19  50.6842
20  48.6618
21  48.8759
22  50.1253
23  48.9716
24  49.6524
25  50.9424
26  48.3793
27  49.975
28  48.7567
29  48.9476
30  49.6032
31  48.5437
32  50.1253
33  49.554
34  48.5909
35  49.7512
36  49.7512
37  49.554
38  50.1002
39  51.2558
40  47.619
41  50.9165
42  49.0918
43  49.4805
44  48.3793
45  50.0501
46  48.6381
47  48.5437
48  49.3827
49  50.6586
50  49.4805
51  50.6073
52  49.554
53  49.7018
54  49.4805
55  48.1696
56  49.6032
57  49.4315
58  48.6855
59  49.9251
60  50.2513
61  50.8906
62  49.14
63  48.6145
64  50.7614
65  48.8998
66  49.3827
67  52.8262
68  50.7872
69  50.6073
70  48.4262
71  48.1464
72  49.2368
73  50.1253
74  50.813
75  49.6771
76  49.554
77  49.2854
78  48.6618
79  48.7092
80  48.5673
81  50.3778
82  49.6032
83  51.1247
84  49.0436
85  51.7331
86  51.4668
87  49.8256
88  50.6842
89  49.975
90  48.9237
91  48.4262
92  48.9476
93  51.4403
94  52.3286
95  49.2611
96  49.3827
97  49.8504
98  48.4496
99  49.1884
100  48.9956
