0  1
1  0
2  1
3  1.41421
4  1.73205
5  2.44949
6  3.31662
7  3.74166
8  4.3589
9  5.09902
10  5.74456
11  6.48074
12  6.40312
13  5.65685
14  5
15  5.83095
16  6.40312
17  7.2111
18  8.06226
19  7.2111
20  6.7082
21  7.2111
22  8.06226
23  7.61577
24  8.544
25  9.48683
26  9.21954
27  9.27362
28  9.43398
29  9.27362
30  9.53939
31  8.60233
32  9
33  9.89949
34  9.84886
35  9.89949
36  9
37  9.89949
38  9.53939
39  9.69536
40  10.0499
41  9.89949
42  9.84886
43  9.48683
44  9.84886
45  10.7703
46  11.7047
47  12.083
48  13
49  13.0384
50  13
51  13.9284
52  14.3178
53  14.3527
54  14.3178
55  15.2315
56  14.3178
57  13.9284
58  13.9642
59  13.9284
60  13.6015
61  14.5602
62  14.8661
63  13.9284
64  13.6015
65  13.6382
66  13.3791
67  13.6382
68  12.6886
69  13.0384
70  13.4536
71  13.9284
72  14.0357
73  13.9284
74  13.0767
75  12.5698
76  13.0767
77  13.6382
78  14.4568
79  15.0333
80  15
81  15.0333
82  15.1327
83  15.2971
84  15.1327
85  15.9374
86  15.1327
87  14.3527
88  13.7477
89  13.9284
90  14.5258
91  14.3527
92  13.6015
93  14.2829
94  14.4568
95  15.1658
96  14.5258
97  14.3527
98  15
99  14.8997
