0  441.089  494.373
1  402.203  466.173
2  386.337  434.368
3  372.577  408.084
4  363.057  392.667
5  359.068  379.423
6  345.603  366.86
7  333.212  357.744
8  329.842  347.04
9  322.573  338.377
10  314.021  331.275
11  301.443  325.513
12  298.439  316.948
13  289.697  308.395
14  285.426  299.845
15  282.329  292.876
16  276.114  287.966
17  274.575  284.265
18  271.894  279.972
19  270.86  276.385
20  268.162  273.168
21  265.73  271.37
22  254.362  269.576
23  250.646  264.628
24  248.56  256.852
25  245.791  251.634
26  243.96  248.871
27  238.874  246.625
28  236.035  243.239
29  229.759  239.792
30  225.641  236.753
31  218.836  232.37
32  215.852  226.441
33  214.031  220.491
34  210.992  216.46
35  208.047  214.32
36  205.344  211.422
37  202.024  208.66
38  198.458  205.651
39  197.873  201.667
40  196.686  198.75
41  193.943  197.695
42  192.037  196.549
43  191.892  193.925
44  189.708  192.315
45  185.153  191.464
46  183.13  189.945
47  180.304  187.214
48  177.248  183.378
49  176.775  180.383
50  175.665  177.986
51  174.642  176.821
52  173.268  175.809
53  170.517  174.738
54  169.156  173.118
55  167.732  170.889
56  164.306  169.185
57  161.527  166.43
58  159.958  163.723
59  159.321  161.602
60  158.932  160.219
61  158.447  159.403
62  157.169  158.857
63  153.167  158.174
64  153.019  156.424
65  151.745  154.107
66  150.917  152.933
67  148.992  152.074
68  147.448  151.01
69  145.515  149.701
70  144.109  147.843
71  143.043  145.876
72  142.738  144.258
73  139.745  143.188
74  138.798  142.384
75  137.046  140.258
76  136.099  138.789
77  134.586  137.275
78  133.599  135.875
79  133.199  134.855
80  132.445  133.899
81  132.082  133.156
82  131.4  132.508
83  131.117  132.069
84  131.117  131.478
85  130.72  131.116
86  130.273  131.096
87  129.898  130.941
88  128.9  130.48
89  127.987  129.759
90  127.143  128.829
91  127.008  127.764
92  125.716  127.123
93  125.716  126.852
94  125.341  126.059
95  124.867  125.656
96  124.867  125.375
97  124.704  125.026
98  123.991  124.845
99  123.155  124.696
100  122.853  124.094
101  121.793  123.382
102  120.736  122.688
103  120.364  121.82
104  119.906  120.931
105  119.443  120.345
106  119.443  119.899
107  118.875  119.557
108  118.34  119.282
109  118.214  118.906
110  116.81  118.463
111  116.739  117.835
112  116.128  117.009
113  115.204  116.647
114  114.683  116.236
115  113.731  115.659
116  112.997  114.833
117  112.658  113.757
118  112.245  113.202
119  111.733  112.965
120  111.468  112.944
121  110.715  113.027
122  110.715  113.368
123  110.715  111.769
124  110.491  110.753
125  109.891  110.682
126  109.891  110.466
127  109.667  110.048
128  109.667  109.841
129  109.538  109.703
130  107.481  109.643
131  106.991  109.239
132  106.329  107.831
133  106.26  106.994
134  105.204  106.58
135  104.849  106.19
136  104.669  105.644
137  104.385  105.015
138  102.88  104.694
139  102.359  104.251
140  102.224  103.233
141  101.305  102.586
142  100.773  102.13
143  100.443  101.431
144  99.9882  100.915
145  99.2608  100.498
146  98.8953  99.8941
147  97.9589  99.2555
148  96.6954  98.7789
149  95.8209  97.7422
150  95.8209  96.7854
151  95.8209  96.0855
152  95.8209  95.8209
153  95.8209  95.8209
154  95.8209  95.8209
155  95.3645  95.8202
156  95.3645  95.7474
157  95.3645  95.4638
158  95.1991  95.3642
159  94.8853  95.3365
160  94.4289  95.2008
161  94.2636  94.8014
162  94.0565  94.3728
163  93.6274  94.2319
164  93.6274  94.045
165  93.5583  93.7389
166  92.9146  93.6248
167  92.9146  93.5472
168  92.9146  93.2531
169  92.9146  92.9146
170  92.9146  92.9146
171  92.9146  92.9146
172  92.9146  92.9146
173  92.7898  92.9143
174  92.7898  92.8961
175  92.7564  92.8275
176  92.7564  92.7861
177  92.7564  92.775
178  92.4567  92.7588
179  92.4567  92.711
180  92.2  92.5428
181  92.2  92.4239
182  91.0514  92.2958
183  90.6712  92.2161
184  90.6712  92.0052
185  90.6712  91.311
186  90.6712  90.6712
187  90.6712  90.6712
188  90.2785  90.67
189  90.0659  90.6568
190  90.0659  90.5884
191  89.541  90.4464
192  89.3284  90.2173
193  89.3284  89.7918
194  89.3284  89.4266
195  89.3284  89.3284
196  89.3284  89.3284
197  89.2269  89.3283
198  89.2269  89.3144
199  89.2042  89.255
200  88.8832  89.2234
201  88.8605  89.1639
202  88.1149  88.9592
203  88.1149  88.7602
204  88.1149  88.3889
205  88.1149  88.1149
206  88.1149  88.1149
207  87.5111  88.1139
208  87.5111  88.0151
209  87.5111  87.6697
210  87.5111  87.5111
211  87.5111  87.5111
212  87.5111  87.5111
213  87.5111  87.5111
214  86.9169  87.5097
215  86.7788  87.4511
216  86.5588  87.1922
217  86.5004  86.7779
218  86.5004  86.6091
219  86.413  86.5022
220  86.2832  86.4888
221  85.9173  86.4041
222  85.9173  86.1382
223  85.7936  85.9281
224  85.7936  85.8992
225  85.7936  85.8255
226  85.7936  85.7936
227  85.7936  85.7936
228  85.7936  85.7936
229  85.7936  85.7936
230  85.7936  85.7936
231  84.9632  85.7922
232  84.8873  85.6606
233  84.8873  85.1428
234  84.8873  84.9126
235  84.8405  84.8872
236  84.8405  84.8817
237  84.8405  84.8571
238  84.8405  84.8405
239  84.8405  84.8405
240  84.507  84.84
241  84.507  84.7958
242  84.507  84.6199
243  84.3412  84.5068
244  84.3412  84.4858
245  84.3412  84.3948
246  84.0377  84.3407
247  84.0377  84.2938
248  84.0377  84.1232
249  84.0377  84.0377
250  84.0377  84.0377
251  83.9494  84.0376
252  83.9494  84.0276
253  83.9494  83.9838
254  83.9494  83.9494
255  83.9494  83.9494
256  83.152  83.9482
257  82.6643  83.8404
258  82.4742  83.2905
259  82.4742  82.7694
260  82.4742  82.5166
261  82.4742  82.4742
262  82.4742  82.4742
263  82.4742  82.4742
264  82.4742  82.4742
265  82.4742  82.4742
266  82.435  82.4741
267  82.435  82.469
268  82.4343  82.4457
269  82.4343  82.4349
270  82.4343  82.4346
271  82.4343  82.4343
272  81.1237  82.4323
273  81.1237  82.4236
274  81.1237  82.3478
275  81.1237  82.5064
276  80.1136  82.5447
277  79.7574  81.5729
278  78.6917  80.8302
279  78.6917  79.8692
280  78.6222  79.0157
281  77.951  78.6791
282  77.951  78.5143
283  77.951  78.0751
284  77.951  77.951
285  77.951  77.951
286  77.8387  77.9509
287  77.8387  77.9357
288  77.0348  77.877
289  76.682  77.7422
290  76.682  77.2783
291  76.682  76.7656
292  76.1161  76.6811
293  76.1161  76.5977
294  76.1161  76.2603
295  76.1161  76.1161
296  76.1161  76.1161
297  76.1161  76.1161
298  75.3457  76.1149
299  75.2132  76.014
300  75.2132  75.5692
301  75.0469  75.2502
302  74.9143  75.1768
303  74.9143  75.0089
304  74.9143  74.9143
305  74.7281  74.914
306  73.798  74.8865
307  73.6118  74.6578
308  73.6118  74.0142
309  73.6118  73.6118
310  73.6118  73.6118
311  73.6118  73.6118
312  73.6118  73.6118
313  73.6118  73.6118
314  73.6118  73.6118
315  73.6118  73.6118
316  73.6118  73.6118
317  73.222  73.6112
318  72.6717  73.5804
319  72.6717  73.4425
320  72.3725  73.0979
321  72.246  72.7633
322  71.983  72.4732
323  71.3421  72.2289
